index,식품명,식품중량,탄수화물(g),단백질(g),지방(g),에너지(kcal)
2945,빙수_돼지바 눈꽃빙수,559.0,0.0,2.4,0.0,171
2946,빙수_돼지바 얼음빙수,342.0,0.0,3.28,0.0,262
2947,빙수_돼지바 프라노베,433.0,0.0,1.76,0.0,174
2948,빙수_딸기 눈꽃빙수,762.0,0.0,1.84,0.0,112
2949,빙수_딸기 도넛 눈꽃빙수,661.0,0.0,1.75,0.0,102
2950,빙수_딸기 도넛 얼음빙수,471.0,0.0,2.08,0.0,120
2951,빙수_딸기 도넛 컵빙수,244.0,0.0,1.93,0.0,163
2952,빙수_딸기 빙수 (1인),407.0,0.0,1.47,0.0,78
2953,빙수_딸기 빙수,876.0,0.0,1.26,0.0,90
2954,빙수_딸기 아이스드림 빙수,960.0,0.0,0.63,0.0,47
2955,빙수_딸기 요거트 빙수,690.0,24.29,5.01,2.52,140
2956,빙수_딸기 요거트 컵빙수,242.0,31.4,3.03,2.4,159
2957,빙수_딸기 치즈 쿨빙수,860.0,0.0,1.86,0.0,100
2958,빙수_딸기 컵빙수,100.0,19.69,1.24,1.62,98
2959,빙수_딸기&망고 요거트 빙수,566.0,0.0,1.59,0.0,116
2960,빙수_딸기&치즈 스노우 빙수,480.0,0.0,1.88,0.0,141
2961,빙수_딸기베리치즈 (1인),417.0,0.0,1.63,1.65,116
2962,빙수_딸기베리치즈,950.0,0.0,1.71,1.99,115
2963,빙수_딸기시리얼빙수,900.0,0.0,1.44,0.0,147
2964,샐러드_멕시칸치킨 샐러드,314.0,0.0,8.92,0.0,134
2965,샐러드_샐러드,100.0,0.0,1.0,0.0,15
2966,샐러드_스파이시쉬림프 샐러드,313.0,0.0,7.35,0.0,109
2967,샐러드_시저치킨 샐러드,270.0,2.2,15.0,6.4,126
2968,샐러드_오렌지 그릴치킨 샐러드,340.0,0.0,5.29,0.0,71
2969,샐러드_치킨콥 샐러드,410.0,6.4,5.8,8.4,124
2970,샐러드_콥샐러드,274.0,0.0,6.93,0.0,120
2971,샐러드_포테이토&튜나 샐러드,363.0,0.0,4.41,0.0,174
2972,소스/드레싱_이디야초콜릿디핑소스,40.0,0.0,2.5,0.0,280
2973,카레소스_치킨마크니 찍먹커리,100.0,28.01,3.65,0.0,172
2974,빙수_22오리지널 팥빙수,485.0,0.0,2.68,0.0,136
2975,빙수_그린티 초코 쿨빙수,755.0,0.0,1.72,0.0,138
2976,빙수_까르보나라 젤빙,644.0,0.0,2.64,0.0,158
2977,빙수_녹차 빙수,691.0,0.0,2.6,0.0,109
2978,빙수_눈꽃 팥빙수 (1인),347.0,0.0,2.88,0.0,142
2979,빙수_눈꽃 팥빙수 (2인),627.0,0.0,3.18,0.0,140
2980,빙수_단팥찰떡 (1인),367.0,0.0,3.87,1.39,160
2981,빙수_달고나 컵빙수,100.0,19.5,1.3,1.92,100
2982,빙수_더블초코 (1인),381.0,0.0,3.1,3.7,164
2983,"북어튀김_아, 귀한 먹태",100.0,0.0,58.62,0.0,344
2984,새우튀김_새우스틱 (2개),100.0,0.0,8.3,0.0,271
2985,새우튀김_타르타르 새우튀김 (5개),100.0,0.0,6.1,0.0,295
2986,오징어튀김_오감볼,100.0,0.0,9.84,0.0,166
2987,오징어튀김_오징어튀김 (3개),100.0,0.0,13.21,0.0,238
2988,오징어튀김_통오징어튀김,100.0,0.0,12.0,0.0,160
2989,우유튀김_우유튀김,100.0,0.0,3.0,0.0,250
2990,샐러드_과카몰리치킨 샐러드,217.0,0.0,4.15,0.0,94
2991,샐러드_그릴드 치킨 샐러드,203.0,0.0,6.4,0.0,99
2992,샐러드_그릴드치킨 시저 샐러드,227.0,0.0,7.49,0.0,104
2993,샐러드_그릴드치킨 샐러드,207.0,0.0,7.25,0.0,60
2994,샐러드_두부포케 샐러드,199.0,0.0,3.52,0.0,102
2995,샐러드_맥앤치즈 핫도그 샐러드 박스,234.0,0.0,5.98,0.0,194
2996,샐러드_쉬림프에그 샐러드,159.0,0.0,6.92,0.0,83
2997,샐러드_치킨텐더 샐러드,232.0,0.0,7.76,0.0,133
2998,샐러드_토마토칠리 핫도그 샐러드 박스,234.0,0.0,6.41,0.0,194
2999,샐러드_트리플 치즈 샐러드,203.0,15.27,5.91,8.71,164
3000,샐러드_프레시리코타치즈 샐러드,203.0,0.0,5.42,0.0,167
3001,샐러드_과일리코타 샐러드,260.0,11.4,3.2,5.8,111
3002,닭튀김_후라이드 치킨,100.0,0.0,23.0,0.0,282
3003,돈가스_제주카츠볼,100.0,0.0,13.7,0.0,316
3004,떡강정_BBQ 소떡,100.0,0.0,7.71,0.0,232
3005,떡강정_매콤치즈 소떡소떡,100.0,31.0,9.03,0.0,229
3006,떡강정_못난이소떡소떡,100.0,37.5,7.9,0.0,260
3007,멘보샤_텃만꿍멘보샤 (4개),100.0,22.7,8.3,0.0,228
3008,멘보샤_멘보샤_통새우 멘보샤 (5개),100.0,0.0,8.65,0.0,284
3009,치즈볼_고르곤 치즈볼,100.0,0.0,6.51,0.0,373
3010,치즈볼_로제크림치즈볼 (6개),100.0,45.6,4.5,0.0,357
3011,치즈볼_모짜감짜 오리지널,100.0,0.0,8.0,0.0,330
3012,치즈볼_밀크치즈볼,100.0,0.0,5.14,0.0,342
3013,치즈볼_치즈볼 오리지널,100.0,0.0,6.3,0.0,343
3014,치즈볼_치즈쫀득볼,50.0,0.0,4.91,0.0,336
3015,치즈볼_트리플치즈볼 (6개),100.0,33.28,9.69,0.0,259
3016,치즈볼_퐁듀 치즈볼,100.0,0.0,4.3,0.0,366
3017,치즈스틱_롱치즈스틱 (1개),100.0,0.0,12.86,0.0,302
3018,치즈스틱_순수치즈스틱,100.0,0.0,11.95,0.0,220
3019,닭껍데기튀김_BBQ 닭껍데기,100.0,0.0,20.42,0.0,616
3020,닭발튀김_황올한 닭발튀김,100.0,0.0,17.63,0.0,448
3021,닭튀김_황금올리브 치킨,100.0,0.0,18.77,0.0,254
3022,닭튀김_황금올리브 치킨 반마리,100.0,0.0,18.77,0.0,254
3023,닭튀김_황금올리브 치킨 레드착착,100.0,0.0,20.91,0.0,308
3024,닭튀김_황금올리브 치킨 레드착착 반마리,100.0,0.0,10.46,0.0,154
3025,닭튀김_황금올리브 치킨 블랙페퍼,100.0,0.0,20.85,0.0,304
3026,닭튀김_황금올리브 치킨 블랙페퍼 반마리,100.0,0.0,20.85,0.0,304
3027,닭튀김_황금올리브 치킨 속안심,100.0,0.0,23.94,0.0,269
3028,닭튀김_황금올리브 치킨 콤보,100.0,0.0,20.94,0.0,288
3029,닭튀김_황금올리브 치킨 크런치 버터,100.0,0.0,19.78,0.0,301
3030,닭튀김_황금올리브 치킨 핫윙,100.0,0.0,17.09,0.0,313
3031,닭튀김_황금올리브 치킨 핫윙 냉장,100.0,0.0,17.09,0.0,313
3032,닭튀김_황올 반+매운양념 반 치킨,100.0,0.0,17.76,0.0,275
3033,닭튀김_황올 반+양념 반 치킨,100.0,0.0,18.77,0.0,254
3034,닭튀김_황올 반+양념 반 콤보 치킨,100.0,0.0,17.42,0.0,280
3035,닭튀김_황올 반+크리스피 반 치킨,100.0,0.0,19.14,0.0,288
3036,닭튀김_황올한 깐풍 치킨,100.0,0.0,15.71,0.0,257
3037,닭튀김_황올한 깐풍 치킨 반마리,100.0,0.0,15.71,0.0,257
3040,닭튀김_크리스피 반+블랙페퍼 반 치킨,100.0,0.0,20.18,0.0,314
3041,닭튀김_크리스피 후라이드 치킨,100.0,0.0,22.55,0.0,314
3042,닭튀김_타코마요 치킨,100.0,11.08,20.08,0.0,290
3043,닭튀김_티키타코 순살 치킨,100.0,0.0,17.0,0.0,303
3044,닭튀김_파닭 치킨,100.0,0.0,20.0,0.0,224
3045,닭튀김_파더’s 치킨,100.0,0.0,22.52,0.0,220
3046,닭튀김_파채소이살살 치킨,100.0,0.0,8.53,0.0,204
3047,닭튀김_프라임핫쵸킹 치킨,100.0,0.0,18.95,0.0,278
3048,닭튀김_핫쵸킹 치킨,100.0,0.0,21.16,0.0,287
3049,닭튀김_핫황금올리브 치킨 크리스피,100.0,0.0,19.5,0.0,323
3050,닭튀김_핫황금올리브 치킨 크리스피 반마리,100.0,0.0,19.5,0.0,323
3051,닭튀김_핫후라이드 치킨,100.0,0.0,23.0,0.0,263
3052,닭튀김_허니멜로 치킨,100.0,4.34,26.0,0.0,216
3053,닭튀김_허니순살 치킨,100.0,0.0,19.08,0.0,346
3054,닭튀김_허니순살 치킨 (S),100.0,0.0,19.08,0.0,346
3055,닭튀김_허니오리지날 치킨,100.0,0.0,21.24,0.0,329
3056,닭튀김_허니점보윙 치킨,100.0,0.0,23.65,0.0,356
3057,닭튀김_허니콤보 치킨,100.0,0.0,18.59,0.0,319
3058,닭튀김_호식이 안심텐더,100.0,18.33,17.03,0.0,244
3059,닭튀김_오븐 바사삭 치킨,100.0,7.14,26.29,0.0,230
3060,닭튀김_요거치즈닝치킨 안심 순살,100.0,18.76,16.76,0.0,206
3061,닭튀김_윙+다리 치킨,100.0,9.88,23.59,0.0,282
3062,닭튀김_윙봉스간장 치킨,100.0,0.0,23.0,0.0,266
3063,닭튀김_윙봉스마늘 치킨,100.0,0.0,23.0,0.0,284
3064,닭튀김_윙봉스 치킨,100.0,0.0,22.0,0.0,289
3065,닭튀김_자메이카 소떡만나 치킨,100.0,0.0,17.43,0.0,287
3066,닭튀김_자메이카 소떡만나치 킨 순살,100.0,0.0,19.01,0.0,275
3067,닭튀김_자메이카 소떡만나 치킨 콤보,100.0,0.0,16.23,0.0,272
3068,닭튀김_조선레드 치킨,100.0,0.0,23.41,0.0,270
3069,닭튀김_착착갈릭 치킨,100.0,0.0,16.23,0.0,322
3070,닭튀김_청양고추마요 치킨,100.0,16.0,16.7,0.0,314
3071,닭튀김_치요링 치킨,100.0,0.0,22.0,0.0,257
3072,닭튀김_치즈바사삭 치킨,100.0,9.82,24.47,0.0,228
3073,닭튀김_크런치 순살크래커 치킨,100.0,0.0,18.49,0.0,263
3074,닭튀김_크런치 올치팝,100.0,0.0,13.03,0.0,274
3075,닭튀김_크리미양파 치킨,100.0,0.0,20.0,0.0,236
3076,닭튀김_크리미어니언 치킨,100.0,0.0,12.79,0.0,261
3077,닭튀김_크리스피 반+레드착착 반 치킨,100.0,0.0,20.21,0.0,315
3078,닭튀김_생그라나 치킨,100.0,0.0,24.0,0.0,265
3079,닭튀김_소보로 치킨,100.0,0.0,18.0,0.0,282
3080,닭튀김_소이갈릭스 치킨,100.0,0.0,21.44,0.0,309
3081,닭튀김_순살 뿌리고 치킨 매콤달콤한맛,100.0,17.08,20.59,0.0,315
3082,닭튀김_순살 뿌리고 치킨 오리지날,100.0,12.92,21.19,0.0,258
3083,닭튀김_쉑쉑양꼬치킨,100.0,0.0,23.96,0.0,300
3084,닭튀김_스리라차 치킨,100.0,0.0,19.0,0.0,239
3085,닭튀김_스모크 치킨,100.0,0.0,22.13,0.0,271
3086,닭튀김_스모크 치킨 반마리,100.0,0.0,11.07,0.0,136
3087,닭튀김_스윗츠갈릭 치킨,100.0,19.74,20.76,0.0,279
3088,닭튀김_시그니처순살 치킨 세트,100.0,0.0,25.54,0.0,374
3089,닭튀김_아빠의제주깜슐랭 치킨,100.0,0.0,18.67,0.0,273
3090,닭튀김_양념 치킨,100.0,18.7,19.44,0.0,248
3093,닭튀김_양념히어로 치킨,100.0,13.9,21.56,0.0,221
3094,닭튀김_오리지날 양념 치킨,100.0,0.0,16.34,0.0,270
3095,닭튀김_오리지날 양념 치킨 반마리,100.0,0.0,16.34,0.0,270
3096,닭튀김_오븐 바사삭 윙 치킨,100.0,7.14,26.29,0.0,230
3097,닭튀김_모두의마요 치킨,100.0,9.65,25.43,0.0,256
3098,닭튀김_바삭갈릭 치킨,100.0,0.0,18.29,0.0,311
3099,닭튀김_바삭담백한 후라이드 치킨,100.0,0.0,25.3,0.0,293
3100,닭튀김_반반순살 치킨,100.0,0.0,26.0,0.0,396
3101,닭튀김_반반오리지날 치킨,100.0,0.0,27.6,0.0,323
3102,닭튀김_반반윙 치킨,100.0,0.0,29.0,0.0,366
3103,닭튀김_반반콤보 치킨,100.0,0.0,27.33,0.0,311
3104,닭튀김_볼케이노 치킨,100.0,6.0,24.0,0.0,196
3105,닭튀김_불금 치킨,100.0,9.18,22.94,0.0,228
3106,닭튀김_불짬뽕 치킨,100.0,19.11,18.11,0.0,280
3107,닭튀김_불패 치킨,100.0,0.0,23.0,0.0,250
3108,닭튀김_블랙시크릿 순살 치킨,100.0,0.0,21.13,0.0,362
3109,닭튀김_블랙시크릿 순살 치킨 (S),100.0,0.0,21.13,0.0,362
3110,닭튀김_블랙시크릿 오리지날 치킨,100.0,0.0,22.47,0.0,313
3111,닭튀김_블랙시크릿 콤보 치킨,100.0,0.0,22.3,0.0,332
3112,닭튀김_블랙시크릿 콤보 치킨 (S),100.0,0.0,22.3,0.0,332
3113,닭튀김_블랙페퍼 반+레드착착 반 치킨,100.0,0.0,20.88,0.0,306
3114,닭튀김_살살후라이드 치킨,100.0,0.0,18.88,0.0,325
3115,닭튀김_살살후라이드 미니 치킨,100.0,0.0,18.88,0.0,325
3116,닭튀김_레드윙 치킨,100.0,0.0,28.87,0.0,355
3117,닭튀김_레드윙 치킨 (S),100.0,0.0,28.87,0.0,355
3118,닭튀김_레드콤보 치킨,100.0,0.0,26.29,0.0,303
3119,닭튀김_레드콤보 치킨 (S),100.0,0.0,26.29,0.0,303
3120,닭튀김_레몬크림탕슈 안심 순살,100.0,58.1,13.3,0.0,633
3121,닭튀김_레블반반콤보 치킨,100.0,0.0,24.29,0.0,318
3122,닭튀김_레허반반순살 치킨,100.0,0.0,23.95,0.0,364
3123,닭튀김_리얼 치킨 꿔바로우,100.0,24.83,10.84,0.0,198
3124,닭튀김_리얼후라이드 치킨,100.0,0.0,22.91,0.0,268
3125,닭튀김_마늘스태미나 치킨,100.0,0.0,19.04,0.0,260
3126,닭튀김_마늘알마니 치킨,100.0,14.5,17.96,0.0,233
3127,닭튀김_마늘 치킨,100.0,0.0,27.0,0.0,240
3128,닭튀김_매달구 치킨,100.0,0.0,23.92,0.0,250
3129,닭튀김_매운 간장 치킨,100.0,13.37,26.99,0.0,358
3130,닭튀김_매운 양념 치킨,100.0,15.49,23.64,0.0,278
3131,닭튀김_매운양념 치킨,100.0,0.0,16.75,0.0,297
3132,닭튀김_매운양념 치킨 반마리,100.0,0.0,8.38,0.0,130
3133,닭튀김_맵소이닭 치킨,100.0,0.0,24.0,0.0,232
3134,닭튀김_맵슐랭 치킨 오리지널,100.0,0.0,24.0,0.0,259
3135,닭튀김_교촌윙 치킨 (S),100.0,0.0,29.14,0.0,377
3136,닭튀김_교촌콤보 치킨,100.0,0.0,28.37,0.0,319
3137,닭튀김_교촌콤보 치킨 (S),100.0,0.0,28.37,0.0,319
3138,닭튀김_극장판치킨 고추치즈편,100.0,0.0,27.93,0.0,398
3139,닭튀김_극한왕갈비 치킨,100.0,0.0,15.8,0.0,322
3140,닭튀김_깐풍요리 치킨,100.0,14.38,22.61,0.0,287
3141,닭튀김_꿀잼 치킨,100.0,0.0,21.6,0.0,286
3142,닭튀김_꿔바로우 치킨,100.0,0.0,19.08,0.0,257
3143,닭튀김_날다닭간장 치킨,100.0,0.0,24.0,0.0,235
3144,닭튀김_날다닭마늘 치킨,100.0,0.0,29.0,0.0,233
3145,닭튀김_날다닭 치킨,100.0,0.0,20.0,0.0,271
3146,닭튀김_눈맞은 치킨,100.0,0.0,22.16,0.0,292
3147,닭튀김_단짠갈릭 치킨,100.0,0.0,15.79,0.0,309
3148,닭튀김_두마리같은한마리치킨주세요,100.0,0.0,23.88,0.0,282
3149,닭튀김_땡초불꽃 치킨,100.0,15.15,20.7,0.0,243
3150,닭튀김_땡초 치킨,100.0,12.15,21.84,0.0,266
3151,닭튀김_레드순살 치킨,100.0,0.0,28.83,0.0,381
3152,닭튀김_레드순살 치킨 (S),100.0,0.0,28.83,0.0,381
3153,닭튀김_레드오리지날 치킨,100.0,0.0,26.53,0.0,332
3154,감자튀김_모둠 감자튀김,100.0,0.0,2.44,0.0,231
3155,감자튀김_웨지감자,100.0,0.0,3.0,0.0,121
3157,감자튀김_크런치감자스틱,100.0,0.0,1.6,0.0,147
3158,닭다리튀김_다리 스틱,100.0,0.0,24.23,0.0,239
3159,닭다리튀김_황금올리브치킨 닭다리,100.0,0.0,20.78,0.0,244
3160,닭다리튀김_황올 반+양념 반 닭다리 치킨,100.0,0.0,16.32,0.0,241
3161,닭모래집튀김_매콤똥집튀김,100.0,0.0,26.0,0.0,325
3162,닭튀김_No.1포테이토닥토닭 치킨,100.0,0.0,16.98,0.0,286
3163,닭튀김_간장 치킨,100.0,12.38,27.48,0.0,327
3166,닭튀김_갈비천왕 치킨,100.0,4.19,26.8,0.0,194
3167,닭튀김_강정 치킨,100.0,0.0,18.63,0.0,275
3168,닭튀김_고추바사삭 치킨,100.0,8.35,23.71,0.0,234
3169,닭튀김_교촌순살 치킨,100.0,0.0,28.74,0.0,395
3170,닭튀김_교촌순살 치킨 (S),100.0,0.0,28.74,0.0,395
3171,닭튀김_교촌오리지날 치킨,100.0,0.0,28.68,0.0,314
3172,닭튀김_교촌윙 치킨,100.0,0.0,29.14,0.0,377
3173,어묵국(어묵탕)_츠쿠네 어묵탕,100.0,0.0,5.2,0.0,63
3174,닭다리구이_자메이카 통다리구이,100.0,0.0,20.6,0.0,201
3175,닭다리구이_자메이카 통다리구이 반마리,100.0,0.0,20.6,0.0,201
3176,닭발구이_불닭발,100.0,17.0,17.0,0.0,235
3177,닭발구이_한입쏙직화 닭발,100.0,0.0,11.88,0.0,148
3178,돼지갈비구이_폭립,100.0,7.31,24.03,0.0,295
3179,스테이크_닭다리살 스테이크 극한왕갈비맛 (1개),100.0,0.0,13.48,0.0,234
3180,스테이크_닭다리살 스테이크 통다리바비큐맛 (1개),100.0,0.0,13.32,0.0,230
3181,감자그라탕_치즈만난감자 그라탕,110.0,0.0,10.91,0.0,341
3182,떡볶이_국물맵떡,100.0,0.0,4.09,0.0,139
3183,떡볶이_까르보떡볶이,100.0,0.0,4.3,0.0,180
3184,떡볶이_로제닭볶이,100.0,0.0,7.57,0.0,176
3185,떡볶이_로제떡볶이,100.0,0.0,5.03,0.0,187
3186,떡볶이_로제비엔나 떡볶이,100.0,31.4,4.6,0.0,175
3187,떡볶이_마늘 떡볶이,100.0,31.3,3.7,0.0,147
3188,떡볶이_호로록떡볶이,100.0,0.0,4.13,0.0,114
3189,미트볼조림_샤샤삭슈카,370.0,10.7,4.7,5.1,108
3190,감자튀김_BBQ 감자튀김,100.0,0.0,3.21,0.0,254
3191,감자튀김_감자볼튀김,100.0,32.59,2.25,0.0,278
3192,크로플_티라미수크림 크로플,87.0,0.0,5.75,0.0,356
3193,크로플_프렌치 아이스크림 크로플,183.0,0.0,2.73,0.0,205
3194,크로플_플레인 크로플,70.0,45.71,7.14,0.0,507
3197,크로플_플레인크로플,55.0,0.0,9.09,0.0,438
3198,크로플_호호불어 호떡 크로플,75.0,38.67,6.67,10.67,299
3199,크로플_황치즈크림에 스며든 뽀또 크로플,95.0,35.79,5.26,10.53,268
3200,크로플_황치즈크림위에 뛰노는 큐브치즈 크로플,115.0,29.57,5.22,12.17,260
3201,스파게티_미트 토마토 파스타,288.0,30.21,3.13,4.86,185
3202,스파게티_베이컨 크림 파스타,297.0,28.96,5.39,10.44,231
3203,스파게티_쉬림프 로제 파스타,297.0,29.63,6.06,11.78,247
3204,스파게티_뇨끼,550.0,18.8,4.7,8.7,172
3205,스프_단호박 크림 수프,180.0,0.0,1.67,0.0,131
3206,스프_양송이 수프,200.0,0.0,1.5,0.0,125
3207,스프_콘 수프,200.0,0.0,2.0,0.0,171
3208,스프_토마토 로제 수프,180.0,0.0,2.78,0.0,136
3209,스프_트러플 머쉬룸 수프볼,362.0,0.0,5.52,0.0,178
3210,스프_트러플 머쉬룸 수프,180.0,0.0,1.67,0.0,93
3211,크로플_치즈몽땅 크로플,88.0,32.95,10.23,19.32,300
3212,크로플_치즈범벅 크로플,100.0,25.0,5.0,15.0,235
3213,크로플_카라멜 브라운치즈 크로플,75.0,42.67,8.0,16.0,359
3214,크로플_카라멜 크로플,75.0,46.67,6.67,0.0,493
3215,크로플_카야치즈 크로플,68.0,0.0,5.88,0.0,562
3216,크로플_카이막 크로플,100.0,15.0,6.0,14.75,220
3217,크로플_커스터드 브륄레 크로플,90.0,45.56,5.56,10.0,310
3218,크로플_커스터드에 반한 딸기 크로플 딸기청,100.0,35.0,5.0,9.0,273
3219,크로플_커스터드에 반한 딸기 크로플 생딸기,100.0,33.0,5.0,9.0,267
3220,크로플_쿠앤크 아이스크림 크로플,100.0,19.0,6.0,14.0,233
3222,크로플_크림치즈 엎은 누텔라 크로플,105.0,29.52,7.62,21.9,351
3223,크로플_크림치즈 크로플,83.0,0.0,7.23,0.0,363
3224,크로플_크림치즈&누텔라 크로플,100.0,28.0,5.0,13.8,242
3225,크로플_티라미수 크로플,105.0,0.0,7.62,0.0,351
3226,크로플_티라미수 크로플 생크림,100.0,26.0,10.0,13.0,267
3227,크로플_티라미수 크로플 초코커스터드 크림,100.0,32.0,10.0,16.0,326
3228,크로플_티라미수 크로플 커스터드 크림,100.0,30.0,10.0,15.0,304
3229,크로플_오레오 크로플 생크림,110.0,36.36,4.55,9.09,235
3230,크로플_오레오 크로플 초코커스터드크림,100.0,45.0,5.0,14.0,322
3231,크로플_오레오 크로플 커스터드크림,100.0,42.0,5.0,12.0,289
3232,크로플_오레오생크림 크로플,126.0,0.0,5.56,0.0,399
3233,크로플_와플보다 맛있는 플레인 크로플 빵,260.0,60.0,7.0,0.8,275
3234,크로플_인생팥 크로플,100.0,24.7,6.5,12.0,239
3235,크로플_인절미 연유 크로플,80.0,47.5,7.5,0.0,486
3236,크로플_인절미 크로플,100.0,30.0,5.0,12.0,230
3237,크로플_전여친 생각 크로플 생크림,100.0,68.0,5.0,7.0,360
3238,크로플_전여친 생각 크로플 크림치즈,110.0,28.18,6.36,18.18,305
3239,크로플_체다치즈 크로플,100.0,18.0,4.0,13.0,222
3240,크로플_초땅 반반크로스 크로플,108.0,64.81,8.33,23.15,472
3241,크로플_초코 아이스크림 크로플,100.0,18.7,7.0,14.9,234
3243,크로플_초코 크로플,75.0,46.67,6.67,0.0,493
3244,크로플_초코벌집 크로플,81.0,0.0,7.41,0.0,463
3245,크로플_초코크림 크로플,85.0,0.0,5.88,0.0,381
3246,크로플_초코퐁듀 크로플,81.0,0.0,7.41,0.0,463
3247,기타차_딸기차 아이스(ICED) (L),946.0,0.0,0.06,0.0,32
3248,크로플_생크림 블루베리 크로플,100.0,22.7,4.0,13.0,215
3249,크로플_생크림 샤인머스캣 크로플,100.0,21.2,4.0,14.0,226
3250,크로플_생크림 애플잼 크로플,100.0,91.0,4.0,7.0,457
3251,크로플_생크림 오레오 크로플,100.0,33.0,5.0,15.5,288
3252,크로플_생크림 위에 뛰노는 큐브퐁듀 크로플,120.0,33.33,5.0,12.5,275
3253,크로플_생크림 큐브망고 크로스 크로플,105.0,30.48,3.81,6.67,206
3254,크로플_생크림 큐브블루베리 크로스 크로플,105.0,30.48,3.81,6.67,208
3255,크로플_생크림 크로플,105.0,0.0,5.71,0.0,386
3256,크로플_생크림누텔라 크로플,117.0,0.0,5.98,0.0,401
3257,크로플_생크림인절미 크로플,110.0,28.18,6.36,11.82,253
3258,크로플_아몬드카라멜 아이스크림 크로플,165.0,0.0,3.03,0.0,255
3259,크로플_아이스크림 크로플,100.0,0.0,6.0,0.0,353
3261,크로플_앙증맞은 앙버터 크로플,90.0,38.89,5.56,27.78,431
3262,크로플_애플사과 시나몬 크로플,80.0,46.25,5.0,7.5,288
3263,크로플_애플생크림 크로플,140.0,0.0,4.29,0.0,315
3264,크로플_애플시나몬 크로플,104.0,0.0,4.81,0.0,288
3265,크로플_약과 크림 크로플,69.0,0.0,7.83,0.0,345
